n,ila
8396,96462
8397,88394
8398,-66664
8399,-103788
8400,43690
8401,100430
8402,-30269
8403,-101504
8404,4354
8405,102894
8406,23294
8407,-96162
8408,-55590
8409,77037
8410,68816
8411,-62990
8412,-72832
8413,54371
8414,86035
8415,-37274
8416,-87198
8417,30247
8418,99570
8419,14052
8420,-92712
8421,-39463
8422,89498
8423,67217
8424,-77168
8425,-85566
8426,75747
8427,92391
8428,-61039
8429,-95371
8430,38777
8431,99592
8432,-11246
8433,-96009
8434,-9497
8435,89425
8436,20124
8437,-97360
8438,-62500
8439,75307
8440,69922
8441,-73054
8442,-83784
8443,59077
8444,97189
8445,-29741
8446,-96496
8447,20300
8448,108717
8449,1828
8450,-108160
8451,-33029
8452,92898
8453,47299
8454,-88916
8455,-76565
8456,63015
8457,80332
8458,-53321
8459,-100122
8460,41100
8461,112403
8462,-1939
8463,-88058
8464,6263
8465,115696
8466,18114
8467,-105640
8468,-35810
8469,99049
8470,68376
8471,-81083
8472,-81110
8473,65692
8474,92577
8475,-39292
8476,-99984
8477,19473
8478,94858
8479,-13395
8480,-108991
8481,-20389
8482,103497
8483,35528
8484,-100342
8485,-55158
8486,86949
8487,80537
8488,-68684
8489,-91790
8490,51774
8491,90413
8492,-39833
8493,-103999
8494,3865
8495,96025
8496,2029
8497,-101249
8498,-7606
8499,104827
8500,44988
8501,-81598
8502,-51996
8503,83937
8504,72013
8505,-62988
8506,-85995
8507,54511
8508,102806
8509,-41241
8510,-107564
8511,10416
8512,87146
8513,7388
8514,-94780
8515,-30782
8516,96298
8517,31404
8518,-100426
8519,-50361
8520,88502
8521,80053
8522,-64593
8523,-82353
8524,59758
8525,85554
8526,-43917
8527,-86258
8528,36306
8529,114257
8530,17697
8531,-89666
8532,-21201
8533,97106
8534,41131
8535,-89687
8536,-47238
8537,85044
8538,65428
8539,-84121
8540,-92097
8541,55553
8542,75095
8543,-49621
8544,-85386
8545,30317
8546,96517
8547,-6858
8548,-97025
8549,-3999
8550,116075
8551,32601
8552,-96757
8553,-35829
8554,77642
8555,49209
8556,-77340
8557,-77210
8558,82177
8559,79717
8560,-82383
8561,-98247
8562,21291
8563,90511
8564,-11064
8565,-101513
8566,4373
8567,96293
8568,656
8569,-98099
8570,-15153
8571,100555
8572,43180
8573,-89169
8574,-56494
8575,73673
8576,60298
8577,-65276
8578,-69943
8579,49989
8580,75015
8581,-42901
8582,-96666
8583,34776
8584,100505
8585,-28891
8586,-108900
8587,-15230
8588,84164
8589,14928
8590,-96749
8591,-33867
8592,87367
8593,43726
8594,-80563
8595,-58508
8596,78396
8597,79255
8598,-55232
8599,-77281
8600,46884
8601,88228
8602,-46438
8603,-101581
8604,30566
8605,106949
8606,-8102
8607,-113849
8608,-6127
8609,112232
8610,26948
8611,-81350
8612,-25105
8613,92821
8614,65354
8615,-80542
8616,-73463
8617,60579
8618,57151
8619,-59353
8620,-86677
8621,33891
8622,103724
8623,-27763
8624,-107989
8625,21895
8626,97945
8627,-16646
8628,-103458
8629,4373
8630,106102
8631,27133
8632,-83143
8633,-30215
8634,85082
8635,44494
8636,-71915
8637,-47933
8638,86593
8639,89222
8640,-58462
8641,-73231
8642,67527
8643,94085
8644,-32474
8645,-84520
8646,42082
8647,111338
8648,-22780
8649,-102844
8650,19304
8651,122774
8652,32400
8653,-81261
8654,-5917
8655,97387
8656,28229
8657,-96914
8658,-52242
8659,98386
8660,64675
8661,-93860
8662,-61363
8663,70571
8664,66042
8665,-43157
8666,-86332
8667,45730
8668,100296
8669,-33108
8670,-89430
8671,26702
8672,106425
8673,-25193
8674,-130879
8675,-4427
8676,89567
8677,-822
8678,-96402
8679,-32257
8680,88352
8681,42199
8682,-85275
8683,-53501
8684,92182
8685,77136
8686,-76228
8687,-74277
8688,75249
8689,79327
8690,-55808
8691,-73453
8692,41779
8693,90317
8694,-35109
8695,-112087
8696,13425
8697,98468
8698,-6081
8699,-97185
8700,-444
8701,104575
8702,20883
8703,-104088
8704,-24786
8705,112437
8706,39849
8707,-98507
8708,-44189
8709,80624
8710,40241
8711,-96227
8712,-78151
8713,80351
8714,67927
8715,-68233
8716,-67322
8717,71049
8718,92704
8719,-57792
8720,-83821
8721,47479
8722,97115
8723,-24007
8724,-96064
8725,4705
8726,78909
8727,-21049
8728,-114986
8729,-11271
8730,103145
8731,28297
8732,-91809
8733,-16329
8734,111753
8735,31500
8736,-97578
8737,-34803
8738,89447
8739,56486
8740,-67558
8741,-59751
8742,66406
8743,62891
8744,-70954
8745,-94859
8746,60557
8747,100771
8748,-50674
8749,-76088
8750,48258
8751,91838
8752,-44384
8753,-104200
8754,38847
8755,104011
8756,-9597
8757,-97491
8758,506
8759,89826
8760,-7879
8761,-87263
8762,-15588
8763,94242
8764,37643
8765,-104645
8766,-38860
8767,98536
8768,50540
8769,-82088
8770,-43948
8771,84612
8772,42119
8773,-91832
8774,-76567
8775,72792
8776,81750
8777,-52711
8778,-70790
8779,66570
8780,102100
8781,-45146
8782,-91332
8783,27026
8784,79349
8785,-48412
8786,-103341
8787,52989
8788,121151
8789,-557
8790,-76058
8791,35745
8792,118355
8793,-4661
8794,-109142
8795,-18269
8796,79590
8797,10893
8798,-99317
8799,-32722
8800,113442
8801,43649
8802,-100512
8803,-36782
8804,86096
8805,22407
8806,-95112
8807,-52516
8808,79810
8809,68775
8810,-76569
8811,-61546
8812,88599
8813,94811
8814,-57395
8815,-75304
8816,72925
8817,67252
8818,-63815
8819,-77647
8820,50868
8821,90492
8822,-41099
8823,-81403
8824,43253
8825,103663
8826,-25240
8827,-106847
8828,24801
8829,100608
8830,-14496
8831,-96337
8832,-8540
8833,96168
8834,9431
8835,-111267
8836,-10730
8837,103798
8838,-1040
8839,-109619
8840,-8459
8841,100048
8842,30926
8843,-96418
8844,-62460
8845,78608
8846,36170
8847,-95969
8848,-42669
8849,87784
8850,54432
8851,-75166
8852,-51413
8853,83354
8854,62850
8855,-71528
8856,-51222
8857,92556
8858,85485
8859,-74430
8860,-90357
8861,48671
8862,64035
8863,-80949
8864,-104529
8865,44495
8866,81245
8867,-47586
8868,-95927
8869,37672
8870,100432
8871,-30898
8872,-104223
8873,5466
8874,71103
8875,-35347
8876,-103147
8877,22162
8878,120642
8879,-4524
8880,-102994
8881,5788
8882,79973
8883,-22495
8884,-99252
8885,9410
8886,103820
8887,4293
8888,-102731
8889,-17244
8890,102686
8891,26670
8892,-92951
8893,-18505
8894,94991
8895,23055
8896,-91660
8897,-24724
8898,111279
8899,45540
8900,-94593
8901,-37998
8902,91612
8903,60223
8904,-84049
8905,-49746
8906,101187
8907,70789
8908,-78524
8909,-71967
8910,71276
8911,54598
8912,-81771
8913,-58358
8914,75386
8915,68110
8916,-73694
8917,-80789
8918,62955
8919,78833
8920,-49889
8921,-63655
8922,67641
8923,82369
8924,-57448
8925,-92546
8926,53415
8927,102393
8928,-40040
8929,-78099
8930,59734
8931,80436
8932,-60007
8933,-96350
8934,39003
8935,90907
8936,-35477
8937,-91816
8938,38348
8939,94786
8940,-40328
8941,-87320
8942,44509
8943,104776
8944,-31036
8945,-111896
8946,23661
8947,113069
8948,-7604
8949,-97082
8950,8895
8951,85841
8952,-16877
8953,-95179
8954,17455
8955,115008
8956,-4526
8957,-109992
8958,-12500
8959,91037
8960,-4377
8961,-102305
8962,3382
8963,95636
8964,2548
8965,-107799
8966,-11393
8967,106628
8968,20726
8969,-85587
8970,2374
8971,114615
8972,16036
8973,-102629
8974,-27489
8975,94238
8976,13504
8977,-100670
8978,-16390
8979,83200
8980,-1005
8981,-120350
8982,-42944
8983,93001
8984,33277
8985,-91435
8986,-17511
8987,109335
8988,35549
8989,-86177
8990,-30176
8991,84670
8992,26535
8993,-98923
8994,-43348
8995,106452
8996,48749
8997,-105329
8998,-44684
8999,68552
9000,16343
9001,-86345
9002,-35954
9003,98137
9004,45307
9005,-93430
9006,-47250
9007,81476
9008,40295
9009,-92133
9010,-43110
9011,91401
9012,38635
9013,-91664
9014,-39414
9015,92270
9016,57427
9017,-79427
9018,-56588
9019,93277
9020,63739
9021,-90008
9022,-43299
9023,88980
9024,52491
9025,-73805
9026,-52613
9027,77302
9028,39741
9029,-106161
9030,-63990
9031,93848
9032,50066
9033,-99190
9034,-53883
9035,87801
9036,45416
9037,-84852
9038,-41381
9039,74534
9040,29299
9041,-99976
9042,-66620
9043,83466
9044,59331
9045,-84294
9046,-47771
9047,109818
9048,68561
9049,-73366
9050,-30527
9051,93325
9052,52549
9053,-82766
9054,-45070
9055,87541
9056,48791
9057,-86408
9058,-42828
9059,100485
9060,50604
9061,-88596
9062,-51911
9063,92692
9064,59167
9065,-103604
9066,-56611
9067,85757
9068,42576
9069,-81896
9070,-31701
9071,104921
9072,48829
9073,-85917
9074,-38593
9075,90426
9076,40738
9077,-91426
9078,-37735
9079,97942
9080,43812
9081,-93280
9082,-40281
9083,94774
9084,34952
9085,-91908
9086,-24561
9087,87593
9088,15614
9089,-106321
9090,-27307
9091,112600
9092,40264
9093,-92999
9094,-28678
9095,95459
9096,10974
9097,-112467
9098,-34933
9099,86324
9100,26440
9101,-87327
9102,-11530
9103,104298
9104,10300
9105,-107320
9106,-4932
9107,120474
9108,22725
9109,-107804
9110,-22759
9111,87326
9112,6605
9113,-93166
9114,-12361
9115,85162
9116,212
9117,-99612
9118,15904
9119,130011
9120,3325
9121,-107212
9122,-5352
9123,91257
9124,-5626
9125,-94571
9126,28040
9127,116041
9128,-10228
9129,-97902
9130,14509
9131,91070
9132,-16287
9133,-94841
9134,27245
9135,99363
9136,-33107
9137,-95998
9138,23388
9139,83987
9140,-35593
9141,-100311
9142,29833
9143,95395
9144,-33531
9145,-77742
9146,49086
9147,92174
9148,-50299
9149,-94355
9150,68392
9151,103706
9152,-46636
9153,-85320
9154,40893
9155,71267
9156,-66016
9157,-84231
9158,74614
9159,76594
9160,-79335
9161,-90865
9162,45682
9163,61602
9164,-76580
9165,-59591
9166,90283
9167,61819
9168,-79517
9169,-65027
9170,72571
9171,51856
9172,-86389
9173,-54877
9174,83823
9175,47418
9176,-98716
9177,-35577
9178,104907
9179,43464
9180,-70874
9181,-23583
9182,100312
9183,41605
9184,-99806
9185,-25876
9186,91951
9187,17933
9188,-96036
9189,-8676
9190,109057
9191,6606
9192,-106961
9193,-14813
9194,77173
9195,-14234
9196,-97726
9197,347
9198,104858
9199,-4401
9200,-102693
9201,20099
9202,95496
9203,-29159
9204,-94901
9205,20532
9206,85316
9207,-38007
9208,-96630
9209,30944
9210,80410
9211,-38499
9212,-78966
9213,47210
9214,76632
9215,-60439
9216,-78944
9217,64187
9218,70946
9219,-75890
9220,-74944
9221,78218
9222,76744
9223,-70873
9224,-66851
9225,78209
9226,66110
9227,-81080
9228,-43682
9229,98832
9230,49751
9231,-85347
9232,-37912
9233,104402
9234,49265
9235,-93623
9236,-38404
9237,98173
9238,32275
9239,-100530
9240,-14608
9241,99051
9242,1502
9243,-110022
9244,-15379
9245,90255
9246,-14052
9247,-103227
9248,5287
9249,96141
9250,-8324
9251,-90885
9252,25947
9253,87929
9254,-29507
9255,-105687
9256,31436
9257,109439
9258,-42347
9259,-95189
9260,49348
9261,83913
9262,-65939
9263,-69913
9264,77965
9265,74834
9266,-62385
9267,-64955
9268,57721
9269,49528
9270,-77328
9271,-68794
9272,81174
9273,56707
9274,-89274
9275,-31037
9276,98001
9277,41116
9278,-94027
9279,-26677
9280,98961
9281,13015
9282,-113041
9283,-31674
9284,96720
9285,-10496
9286,-113684
9287,4086
9288,108490
9289,-405
9290,-110407
9291,25331
9292,109021
9293,-44417
9294,-98299
9295,44118
9296,77911
9297,-64987
9298,-87590
9299,51342
9300,70999
9301,-58979
9302,-72828
9303,65211
9304,75949
9305,-84322
9306,-66327
9307,94839
9308,40816
9309,-105880
9310,-50483
9311,88618
9312,35932
9313,-92980
9314,-17245
9315,111004
9316,23307
9317,-103900
9318,-17561
9319,95032
9320,-5539
9321,-109881
9322,12212
9323,96365
9324,-39085
9325,-91198
9326,38330
9327,90551
9328,-35493
9329,-88896
9330,50548
9331,86152
9332,-70663
9333,-83740
9334,69978
9335,66077
9336,-81784
9337,-63853
9338,89864
9339,63146
9340,-72044
9341,-32729
9342,78617
9343,31216
9344,-91073
9345,-32858
9346,109583
9347,28341
9348,-86968
9349,13494
9350,96826
9351,-2949
9352,-89819
9353,19940
9354,103765
9355,-31813
9356,-93544
9357,31661
9358,65932
9359,-55050
9360,-91493
9361,29863
9362,60617
9363,-69221
9364,-83396
9365,77117
9366,89217
9367,-86624
9368,-51897
9369,107340
9370,39188
9371,-84243
9372,-16022
9373,111158
9374,32353
9375,-99767
9376,-11700
9377,89328
9378,-11994
9379,-106377
9380,10066
9381,104580
9382,-23837
9383,-90650
9384,53452
9385,103881
9386,-35197
9387,-76442
9388,55887
9389,74619
9390,-80472
9391,-73487
9392,79788
9393,60416
9394,-68478
9395,-39403
9396,88297
9397,48863
9398,-89334
9399,-36564
9400,91942
9401,8180
9402,-100170
9403,-10497
9404,92629
9405,-4008
9406,-89490
9407,23596
9408,96169
9409,-33041
9410,-96981
9411,58736
9412,85975
9413,-48279
9414,-58806
9415,67499
9416,70500
9417,-66262
9418,-46180
9419,94079
9420,48460
9421,-77532
9422,-17143
9423,94905
9424,38579
9425,-85694
9426,-10303
9427,108527
9428,1434
9429,-100804
9430,19186
9431,98197
9432,-26830
9433,-90610
9434,50559
9435,105661
9436,-49696
9437,-71484
9438,76424
9439,69833
9440,-84147
9441,-66798
9442,83406
9443,44220
9444,-98087
9445,-35704
9446,94744
9447,-3279
9448,-106650
9449,7886
9450,82839
9451,-18580
9452,-76323
9453,18729
9454,104741
9455,-15001
9456,-90908
9457,57813
9458,86693
9459,-50712
9460,-64424
9461,71503
9462,65180
9463,-81500
9464,-41069
9465,110046
9466,32092
9467,-110197
9468,-10433
9469,111298
9470,19454
9471,-98417
9472,1551
9473,96718
9474,-30185
9475,-87612
9476,37050
9477,75941
9478,-45604
9479,-84844
9480,57334
9481,82261
9482,-75328
9483,-56237
9484,91683
9485,53363
9486,-84405
9487,-35232
9488,112457
9489,27412
9490,-113717
9491,-1306
9492,112400
9493,-9776
9494,-95948
9495,33628
9496,101428
9497,-45629
9498,-97224
9499,58830
9500,71893
9501,-74103
9502,-55238
9503,93429
9504,50911
9505,-98556
9506,-32733
9507,105123
9508,36515
9509,-85083
9510,-6044
9511,96308
9512,-10611
9513,-99848
9514,33665
9515,109036
9516,-40800
9517,-89844
9518,56729
9519,74372
9520,-70474
9521,-71295
9522,63333
9523,49717
9524,-73692
9525,-34574
9526,89715
9527,24867
9528,-96625
9529,-8453
9530,103613
9531,-8144
9532,-96483
9533,26756
9534,92762
9535,-38568
9536,-91407
9537,55595
9538,88424
9539,-74150
9540,-67089
9541,90853
9542,41788
9543,-105783
9544,-35435
9545,96170
9546,7225
9547,-108348
9548,-7879
9549,101792
9550,-738
9551,-84572
9552,27977
9553,84794
9554,-34757
9555,-65978
9556,57919
9557,50106
9558,-72198
9559,-34647
9560,85478
9561,29357
9562,-89399
9563,-13556
9564,105045
9565,8862
9566,-114500
9567,-14362
9568,93793
9569,-23500
9570,-99419
9571,45945
9572,87376
9573,-65561
9574,-76554
9575,80081
9576,64669
9577,-89707
9578,-47620
9579,102350
9580,32847
9581,-102165
9582,-8064
9583,94286
9584,-18901
9585,-84772
9586,50438
9587,78543
9588,-67965
9589,-85975
9590,64907
9591,70941
9592,-84947
9593,-57444
9594,89140
9595,34127
9596,-103507
9597,-15785
9598,110531
9599,-3629
9600,-102710
9601,32067
9602,103942
9603,-45934
9604,-98702
9605,48002
9606,67167
9607,-71246
9608,-56100
9609,74125
9610,29857
9611,-90602
9612,-10103
9613,103713
9614,-4944
9615,-106641
9616,21323
9617,98289
9618,-50438
9619,-113832
9620,40633
9621,82390
9622,-64676
9623,-62853
9624,87789
9625,69762
9626,-66560
9627,-19701
9628,99208
9629,19155
9630,-80691
9631,19534
9632,95390
9633,-41294
9634,-103592
9635,34450
9636,76261
9637,-63500
9638,-71505
9639,71191
9640,35619
9641,-82779
9642,-8633
9643,93872
9644,-5523
9645,-92207
9646,30587
9647,104868
9648,-17853
9649,-71118
9650,39478
9651,45248
9652,-78531
9653,-49177
9654,104378
9655,59018
9656,-114800
9657,-53743
9658,101653
9659,23923
9660,-97716
9661,10885
9662,106666
9663,-34363
9664,-98885
9665,59498
9666,90149
9667,-73840
9668,-70661
9669,104339
9670,63823
9671,-103082
9672,-29533
9673,108796
9674,11679
9675,-106211
9676,12525
9677,98599
9678,-30636
9679,-73738
9680,67574
9681,89341
9682,-59476
9683,-41961
9684,94390
9685,37599
9686,-92486
9687,-6087
9688,117462
9689,-9833
9690,-109536
9691,38887
9692,114386
9693,-37202
9694,-86389
9695,54504
9696,49494
9697,-80821
9698,-14853
9699,113870
9700,12983
9701,-130069
9702,-19308
9703,106097
9704,-14111
9705,-98384
9706,28471
9707,69058
9708,-67931
9709,-64054
9710,93615
9711,61913
9712,-98273
9713,-37078
9714,98488
9715,4220
9716,-112634
9717,1146
9718,100764
9719,-30230
9720,-84477
9721,62985
9722,78326
9723,-75513
9724,-66816
9725,77933
9726,26557
9727,-99381
9728,-8487
9729,99956
9730,-20995
9731,-106024
9732,36772
9733,84710
9734,-70561
9735,-84663
9736,81382
9737,65771
9738,-90309
9739,-46947
9740,87755
9741,3616
9742,-105937
9743,16211
9744,109144
9745,-21695
9746,-89636
9747,58593
9748,89079
9749,-54113
9750,-44952
9751,85712
9752,29876
9753,-104921
9754,-16474
9755,81599
9756,-38863
9757,-111740
9758,22179
9759,82172
9760,-59657
9761,-82866
9762,74248
9763,53488
9764,-95140
9765,-22170
9766,108935
9767,6619
9768,-85402
9769,41896
9770,101079
9771,-54864
9772,-97274
9773,58330
9774,47744
9775,-95048
9776,-37022
9777,102617
9778,37384
9779,-84835
9780,9695
9781,96141
9782,-41480
9783,-88633
9784,53720
9785,67634
9786,-84234
9787,-53602
9788,105380
9789,29334
9790,-104045
9791,-12635
9792,85789
9793,-17511
9794,-87228
9795,44204
9796,79308
9797,-59286
9798,-57008
9799,75246
9800,38733
9801,-89426
9802,-3293
9803,106663
9804,-14381
9805,-112834
9806,25018
9807,88946
9808,-63533
9809,-82485
9810,80517
9811,68027
9812,-87556
9813,-30968
9814,106571
9815,20962
9816,-86899
9817,27114
9818,101815
9819,-36370
9820,-82020
9821,54714
9822,47729
9823,-91561
9824,-42033
9825,93926
9826,15228
9827,-102826
9828,17813
9829,109160
9830,-31582
9831,-55514
9832,86400
9833,64370
9834,-72147
9835,-25963
9836,108596
9837,17741
9838,-103704
9839,8870
9840,80586
9841,-54701
9842,-91975
9843,75838
9844,75802
9845,-93013
9846,-57457
9847,86177
9848,22198
9849,-94176
9850,14283
9851,104905
9852,-24072
9853,-83170
9854,54188
9855,68484
9856,-80265
9857,-44075
9858,103703
9859,31299
9860,-109587
9861,-10297
9862,89439
9863,-33759
9864,-83898
9865,52287
9866,56913
9867,-85973
9868,-45476
9869,86969
9870,10373
9871,-98449
9872,782
9873,71099
9874,-45976
9875,-75858
9876,60947
9877,58342
9878,-79342
9879,-37356
9880,95022
9881,11174
9882,-109746
9883,6913
9884,98584
9885,-36668
9886,-88340
9887,61833
9888,74328
9889,-83676
9890,-52744
9891,99231
9892,35989
9893,-87870
9894,7943
9895,90859
9896,-37723
9897,-76405
9898,68255
9899,61031
9900,-89222
9901,-45605
9902,85396
9903,-1073
9904,-98351
9905,23349
9906,82536
9907,-52584
9908,-70790
9909,69996
9910,49750
9911,-85402
9912,-26843
9913,83277
9914,-8261
9915,-80116
9916,36833
9917,77607
9918,-48299
9919,-59057
9920,68894
9921,36376
9922,-96081
9923,-18177
9924,106386
9925,-15412
9926,-105577
9927,57004
9928,96739
9929,-74971
9930,-57554
9931,95685
9932,31749
9933,-76042
9934,27132
9935,88422
9936,-39752
9937,-75046
9938,67910
9939,72588
9940,-75700
9941,-50845
9942,77831
9943,10278
9944,-99519
9945,18874
9946,105022
9947,-45872
9948,-91333
9949,69268
9950,61509
9951,-86564
9952,-21075
9953,93087
9954,-18444
9955,-105071
9956,32349
9957,92285
9958,-57160
9959,-71454
9960,80309
9961,41476
9962,-106303
9963,-11458
9964,120726
9965,-14267
9966,-104502
9967,39776
9968,61585
9969,-84017
9970,-41267
9971,103076
9972,10531
9973,-117482
9974,3892
9975,109024
9976,-19636
9977,-91878
9978,50898
9979,67510
9980,-76948
9981,-31527
9982,109844
9983,20343
9984,-105316
9985,13803
9986,95099
9987,-44684
9988,-82167
9989,64188
9990,50436
9991,-89137
9992,-28271
9993,80374
9994,-26116
9995,-96294
9996,34858
9997,56872
9998,-74076
9999,-45771
10000,80298
10001,9343
10002,-105964
10003,-1188
10004,96335
10005,-27048
10006,-89397
10007,45127
10008,59771
10009,-78793
10010,-27262
10011,98255
10012,-21880
10013,-110598
10014,46808
10015,94438
10016,-64655
10017,-58690
10018,86981
10019,22375
10020,-100356
10021,5595
10022,97933
10023,-30042
10024,-81009
10025,56394
10026,57347
10027,-79464
10028,-30524
10029,102421
10030,14582
10031,-91254
10032,31560
10033,85991
10034,-51293
10035,-65265
10036,68437
10037,36687
10038,-103880
10039,4555
10040,111767
10041,-49977
10042,-100770
10043,63775
10044,84150
10045,-79076
10046,-52921
10047,97910
10048,12666
10049,-91707
10050,37655
10051,84955
10052,-65192
10053,-54210
10054,95187
10055,39138
10056,-96109
10057,-4643
10058,96020
10059,-31932
10060,-71306
10061,82434
10062,61335
10063,-107616
10064,-48352
10065,107510
10066,4581
10067,-119228
10068,19650
10069,89214
10070,-55580
10071,-44925
10072,94482
10073,6763
10074,-118948
10075,7479
10076,92208
10077,-40013
10078,-82759
10079,52854
10080,57541
10081,-74074
10082,-30877
10083,81214
10084,3686
10085,-75657
10086,32750
10087,76201
10088,-48150
10089,-36605
10090,73293
10091,13824
10092,-82771
10093,29271
10094,87385
10095,-71794
10096,-72139
10097,82262
10098,33926
10099,-95799
10100,460
10101,89439
10102,-46162
10103,-86198
10104,75354
10105,69089
10106,-100969
10107,-32821
10108,122363
10109,-10860
10110,-111922
10111,60657
10112,83736
10113,-98739
10114,-58163
10115,108572
10116,17217
10117,-123625
10118,-142
10119,97820
10120,-32633
10121,-78323
10122,54457
10123,53798
10124,-87019
10125,-22674
10126,96826
10127,-18900
10128,-90590
10129,40209
10130,63537
10131,-78521
10132,-36000
10133,88898
10134,-23333
10135,-94984
10136,56055
10137,76039
10138,-81004
10139,-46362
10140,97086
10141,19597
10142,-108991
10143,5975
10144,100374
10145,-63084
10146,-76618
10147,97613
10148,37662
10149,-93009
10150,8968
10151,86997
10152,-42970
10153,-58468
10154,82429
10155,45728
10156,-98078
10157,-22173
10158,108858
10159,-13488
10160,-96649
10161,52731
10162,66012
10163,-84763
10164,-43307
10165,82971
10166,-1644
10167,-82828
10168,41445
10169,68732
10170,-89482
10171,-73655
10172,99374
10173,48879
10174,-103267
10175,-7420
10176,83068
10177,-55945
10178,-67293
10179,90553
10180,46458
10181,-100799
10182,-25521
10183,85003
10184,-22525
10185,-89236
10186,62790
10187,69928
10188,-94967
10189,-24793
10190,99471
10191,-30098
10192,-88766
10193,65184
10194,52723
10195,-97293
10196,-26276
10197,102085
10198,-7166
10199,-100098
10200,34023
10201,76942
10202,-57923
10203,-43973
10204,88322
10205,27001
10206,-87562
10207,26244
10208,92201
10209,-62483
10210,-65417
10211,84223
10212,27937
10213,-85379
10214,7014
10215,79838
10216,-42478
10217,-82449
10218,63924
10219,44110
10220,-107325
10221,-9420
10222,97617
10223,-47898
10224,-85909
10225,60844
10226,36117
10227,-86483
10228,-10137
10229,84053
10230,-31576
10231,-78419
10232,61943
10233,45109
10234,-88808
10235,-14324
10236,117845
10237,-12217
10238,-115813
10239,64494
10240,101152
10241,-86695
10242,-59986
10243,102244
10244,16001
10245,-101552
10246,43099
10247,81721
10248,-79045
10249,-34233
10250,92413
10251,-7207
10252,-100063
10253,25914
10254,76274
10255,-61649
10256,-54706
10257,81874
10258,6187
10259,-111077
10260,27925
10261,90955
10262,-78078
10263,-78040
10264,74513
10265,23210
10266,-94927
10267,8989
10268,90987
10269,-48386
10270,-72809
10271,74373
10272,25442
10273,-113130
10274,6231
10275,109866
10276,-60059
10277,-97462
10278,86825
10279,43648
10280,-110617
10281,1931
10282,93559
10283,-55162
10284,-80239
10285,67583
10286,31446
10287,-94003
10288,-2756
10289,77241
10290,-52101
10291,-69213
10292,81758
10293,50194
10294,-104140
10295,-28766
10296,100276
10297,-19771
10298,-84762
10299,77331
10300,47341
10301,-113490
10302,4984
10303,115029
10304,-44253
10305,-91846
10306,69769
10307,51376
10308,-89092
10309,-17841
10310,78901
10311,-18193
10312,-70900
10313,55879
10314,66408
10315,-93598
10316,-42656
10317,106437
10318,-18424
10319,-106977
10320,47265
10321,60290
10322,-82787
10323,-21547
10324,94752
10325,-35775
10326,-88432
10327,78111
10328,61215
10329,-96090
10330,-21957
10331,107951
10332,-19140
10333,-94628
10334,66203
10335,68058
10336,-87279
10337,-22228
10338,90604
10339,-25673
10340,-83501
10341,54712
10342,59789
10343,-85706
10344,-26758
10345,96290
10346,-18861
10347,-76534
10348,66076
10349,58994
10350,-92250
10351,-13724
10352,109844
10353,-38191
10354,-81861
10355,97695
10356,55822
10357,-112537
10358,1594
10359,105267
10360,-63974
10361,-83340
10362,80485
10363,39926
10364,-105126
10365,-10019
10366,112776
10367,-47504
10368,-102857
10369,63286
10370,29912
10371,-98936
10372,3180
10373,95298
10374,-52643
10375,-81703
10376,79060
10377,44911
10378,-101324
10379,876
10380,102591
10381,-46966
10382,-72167
10383,78753
10384,31794
10385,-101541
10386,13621
10387,98727
10388,-35274
10389,-57759
10390,72732
10391,25659
10392,-101587
10393,18518
10394,82591
10395,-73884
10396,-62728
10397,91150
10398,24314
10399,-95264
10400,21453
10401,88262
10402,-61617
10403,-56706
10404,95477
10405,15538
10406,-89536
10407,42596
10408,82638
10409,-83885
10410,-45270
10411,122879
10412,3988
10413,-115367
10414,40173
10415,73804
10416,-86033
10417,-37619
10418,107993
10419,9057
10420,-92548
10421,48652
10422,73471
10423,-88788
10424,-30653
10425,93833
10426,-28908
10427,-93222
10428,65640
10429,62229
10430,-85722
10431,-24780
10432,87864
10433,-14754
10434,-69737
10435,69351
10436,42647
10437,-101551
10438,-6259
10439,94509
10440,-50680
10441,-85778
10442,82198
10443,41591
10444,-104424
10445,6103
10446,86731
10447,-63612
10448,-63719
10449,73265
10450,21915
10451,-92639
10452,8968
10453,90431
10454,-56574
10455,-60157
10456,81433
10457,12713
10458,-95822
10459,18362
10460,76539
10461,-74699
10462,-32722
10463,104060
10464,-17672
10465,-82290
10466,52845
10467,57279
10468,-89474
10469,-39103
10470,89193
10471,-20266
10472,-88014
10473,62067
10474,57745
10475,-99083
10476,-612
10477,113725
10478,-38998
10479,-70990
10480,84764
10481,38198
10482,-104065
10483,10814
10484,96049
10485,-50848
10486,-60900
10487,79598
10488,16283
10489,-94720
10490,15918
10491,72832
10492,-56919
10493,-48376
10494,90923
10495,3219
10496,-112916
10497,45803
10498,88127
10499,-83153
10500,-28965
10501,112763
10502,-6303
10503,-89938
10504,77355
10505,59822
10506,-105692
10507,4604
10508,97532
10509,-55494
10510,-73184
10511,87192
10512,39291
10513,-86420
10514,448
10515,87466
10516,-39887
10517,-70766
10518,77213
10519,30155
10520,-89828
10521,17305
10522,92004
10523,-61544
10524,-39785
10525,101930
10526,-491
10527,-92542
10528,55678
10529,83906
10530,-91143
10531,-20623
10532,112219
10533,-28272
10534,-87288
10535,76227
10536,54292
10537,-103747
10538,2734
10539,106497
10540,-46042
10541,-67570
10542,97257
10543,43155
10544,-100258
10545,28580
10546,86362
10547,-78565
10548,-36993
10549,94370
10550,5287
